id,Gender,Customer_Type,Age,Age_Category,Type_of_Travel,Class,Flight_Distance,Flight_Distance_Category,Inflight_wifi_service,Departure_Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On_board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_Delay_in_Minutes,Departure_Delay_Category,Arrival_Delay_in_Minutes,Satisfaction
7996,Male,Loyal Customer,47,Adolescent,Business travel,Business,3306,Long-Haul,1,5,5,5,3,3,3,3,3,3,1,1,3,4,0,Minor Delay,0,neutral or dissatisfied
129229,Female,Loyal Customer,53,Adolescent,Business travel,Business,1504,Long-Haul,5,5,3,5,3,4,5,5,5,5,5,4,5,5,0,Minor Delay,0,satisfied
45250,Female,Loyal Customer,52,Adolescent,Personal Travel,Eco Plus,1013,Short-Haul,1,4,1,1,2,2,3,2,2,1,2,5,2,5,5,Minor Delay,0,neutral or dissatisfied
98767,Female,Loyal Customer,17,Children,Personal Travel,Eco,2075,Long-Haul,2,4,2,5,1,2,1,1,3,2,3,4,4,1,0,Minor Delay,4,neutral or dissatisfied
69531,Female,Loyal Customer,47,Adolescent,Business travel,Business,2475,Long-Haul,5,5,5,5,4,4,4,3,4,4,4,4,3,4,0,Minor Delay,0,satisfied
99630,Male,Loyal Customer,18,Adolescent,Personal Travel,Eco,1085,Short-Haul,4,5,4,5,4,4,3,4,3,3,4,3,4,4,0,Minor Delay,0,satisfied
39218,Male,Loyal Customer,32,Adolescent,Business travel,Business,2558,Long-Haul,0,4,0,1,5,5,5,5,5,4,1,1,3,5,0,Minor Delay,6,satisfied
22572,Male,Loyal Customer,38,Adolescent,Business travel,Business,1833,Long-Haul,2,2,2,2,5,3,5,4,4,4,4,3,4,2,4,Minor Delay,0,satisfied
110743,Female,Loyal Customer,40,Adolescent,Business travel,Business,3567,Long-Haul,2,2,2,2,5,4,5,4,4,4,4,5,4,3,0,Minor Delay,0,satisfied
1548,Male,Loyal Customer,38,Adolescent,Personal Travel,Eco,862,Short-Haul,4,4,4,3,3,4,3,3,1,2,5,5,4,3,0,Minor Delay,0,satisfied
126235,Female,Disloyal Customer,25,Adolescent,Business travel,Eco,328,Short-Haul,4,0,4,3,5,4,5,5,2,3,2,5,1,5,0,Minor Delay,0,neutral or dissatisfied
2530,Female,Loyal Customer,39,Adolescent,Business travel,Business,2713,Long-Haul,4,4,4,4,4,5,4,4,4,4,4,3,4,5,0,Minor Delay,0,satisfied
101447,Female,Disloyal Customer,44,Adolescent,Business travel,Business,345,Short-Haul,2,2,2,4,2,2,1,2,3,4,5,4,5,2,0,Minor Delay,0,neutral or dissatisfied
124500,Female,Loyal Customer,36,Adolescent,Business travel,Business,3062,Long-Haul,1,1,4,1,3,5,4,5,5,5,5,4,5,5,2,Minor Delay,0,satisfied
89963,Female,Loyal Customer,28,Adolescent,Personal Travel,Eco,1310,Short-Haul,1,4,1,3,1,1,1,1,3,2,4,5,5,1,0,Minor Delay,0,neutral or dissatisfied
7705,Male,Loyal Customer,30,Adolescent,Personal Travel,Eco,604,Short-Haul,2,4,2,1,2,2,2,2,5,4,5,4,5,2,0,Minor Delay,0,neutral or dissatisfied
112009,Female,Loyal Customer,21,Adolescent,Personal Travel,Eco Plus,533,Short-Haul,2,5,2,3,5,2,5,5,5,4,5,4,5,5,39,Moderate Delay,43,neutral or dissatisfied
20593,Male,Loyal Customer,47,Adolescent,Business travel,Eco Plus,565,Short-Haul,5,4,5,4,5,5,5,5,3,1,2,1,3,5,0,Minor Delay,0,satisfied
77827,Male,Loyal Customer,21,Adolescent,Personal Travel,Eco,813,Short-Haul,3,0,3,3,1,3,5,1,1,5,1,5,1,1,91,Severe Delay,80,neutral or dissatisfied
32854,Female,Loyal Customer,44,Adolescent,Personal Travel,Eco,216,Short-Haul,4,3,4,3,1,3,2,5,5,4,5,3,5,3,0,Minor Delay,2,satisfied
111024,Male,Loyal Customer,30,Adolescent,Business travel,Business,3046,Long-Haul,2,3,3,3,2,2,2,2,3,2,3,2,3,2,48,Moderate Delay,38,neutral or dissatisfied
60503,Male,Loyal Customer,45,Adolescent,Personal Travel,Eco,862,Short-Haul,4,4,5,4,3,5,3,3,3,4,5,4,5,3,8,Minor Delay,12,satisfied
33829,Male,Disloyal Customer,22,Adolescent,Business travel,Eco,722,Short-Haul,4,4,4,5,2,4,2,2,4,2,3,4,4,2,0,Minor Delay,0,neutral or dissatisfied
61893,Female,Loyal Customer,43,Adolescent,Business travel,Business,2521,Long-Haul,2,2,2,2,5,4,5,5,5,5,5,3,5,3,0,Minor Delay,0,satisfied
112924,Male,Loyal Customer,8,Children,Personal Travel,Eco,1129,Short-Haul,0,5,0,3,2,0,2,2,3,2,4,3,4,2,4,Minor Delay,2,satisfied
93713,Male,Loyal Customer,30,Adolescent,Personal Travel,Eco,689,Short-Haul,1,2,1,3,3,1,3,3,3,2,3,3,3,3,0,Minor Delay,0,neutral or dissatisfied
88987,Female,Loyal Customer,61,Old,Personal Travel,Eco,1199,Short-Haul,1,3,1,3,5,4,4,4,4,1,4,2,4,1,0,Minor Delay,0,neutral or dissatisfied
35022,Male,Loyal Customer,55,Adolescent,Personal Travel,Eco,740,Short-Haul,3,5,3,2,4,3,4,4,4,3,4,4,4,4,0,Minor Delay,0,neutral or dissatisfied
58192,Male,Loyal Customer,62,Old,Business travel,Business,2741,Long-Haul,1,1,1,1,3,5,4,4,4,4,4,5,4,3,16,Minor Delay,0,satisfied
2177,Male,Loyal Customer,40,Adolescent,Business travel,Eco,685,Short-Haul,4,5,3,5,4,4,4,4,4,3,4,3,4,4,0,Minor Delay,13,neutral or dissatisfied
10302,Male,Loyal Customer,58,Adolescent,Business travel,Business,216,Short-Haul,3,3,3,3,4,4,5,4,4,4,5,5,4,5,11,Minor Delay,0,satisfied
29611,Female,Loyal Customer,29,Adolescent,Business travel,Business,3058,Long-Haul,4,1,4,4,4,4,4,4,5,5,1,4,2,4,0,Minor Delay,0,satisfied
43771,Male,Disloyal Customer,24,Adolescent,Business travel,Eco,481,Short-Haul,3,3,4,3,2,4,2,2,4,3,4,2,3,2,10,Minor Delay,0,neutral or dissatisfied
50192,Female,Disloyal Customer,40,Adolescent,Business travel,Business,156,Short-Haul,3,3,3,3,3,3,3,3,3,3,5,4,5,3,8,Minor Delay,2,neutral or dissatisfied
81645,Female,Loyal Customer,33,Adolescent,Business travel,Business,2760,Long-Haul,4,4,4,4,2,4,5,3,3,2,3,5,3,5,0,Minor Delay,0,satisfied
82343,Female,Loyal Customer,56,Adolescent,Business travel,Business,453,Short-Haul,5,5,5,5,4,5,4,2,2,2,2,4,2,4,0,Minor Delay,34,satisfied
65168,Female,Loyal Customer,57,Adolescent,Personal Travel,Eco,224,Short-Haul,5,2,0,2,1,2,3,5,5,0,5,3,5,4,0,Minor Delay,0,satisfied
27990,Male,Loyal Customer,22,Adolescent,Business travel,Eco,1616,Long-Haul,4,2,2,2,4,4,3,4,1,2,5,3,3,4,0,Minor Delay,0,satisfied
83133,Male,Loyal Customer,41,Adolescent,Personal Travel,Eco,1084,Short-Haul,2,5,2,2,3,2,3,3,3,2,4,3,5,3,0,Minor Delay,18,neutral or dissatisfied
86794,Female,Loyal Customer,47,Adolescent,Business travel,Business,692,Short-Haul,4,4,4,4,4,4,4,4,4,4,4,3,4,3,0,Minor Delay,0,satisfied
95926,Male,Disloyal Customer,13,Children,Business travel,Eco,1031,Short-Haul,4,4,4,3,1,4,1,1,3,5,4,3,4,1,0,Minor Delay,0,neutral or dissatisfied
42700,Female,Loyal Customer,24,Adolescent,Personal Travel,Eco,516,Short-Haul,1,4,4,1,5,4,5,5,5,5,4,3,4,5,0,Minor Delay,0,neutral or dissatisfied
92113,Male,Loyal Customer,62,Old,Personal Travel,Eco,1535,Long-Haul,3,5,2,2,3,2,3,3,5,5,5,5,4,3,0,Minor Delay,0,neutral or dissatisfied
76735,Female,Loyal Customer,34,Adolescent,Personal Travel,Eco Plus,534,Short-Haul,3,4,3,2,2,3,2,2,5,3,5,5,5,2,12,Minor Delay,0,neutral or dissatisfied
89815,Male,Loyal Customer,53,Adolescent,Business travel,Eco Plus,944,Short-Haul,2,2,2,2,2,2,2,2,4,3,3,1,4,2,9,Minor Delay,10,neutral or dissatisfied
123529,Female,Loyal Customer,56,Adolescent,Business travel,Business,2296,Long-Haul,5,5,5,5,4,4,4,5,5,5,5,3,5,4,0,Minor Delay,0,satisfied
115354,Female,Loyal Customer,25,Adolescent,Business travel,Business,296,Short-Haul,2,5,5,5,2,2,2,2,4,3,4,2,3,2,21,Minor Delay,14,neutral or dissatisfied
57018,Female,Loyal Customer,11,Children,Personal Travel,Eco,2565,Long-Haul,2,1,1,3,5,1,5,5,4,2,3,2,2,5,0,Minor Delay,0,neutral or dissatisfied
71092,Male,Loyal Customer,31,Adolescent,Business travel,Eco Plus,802,Short-Haul,2,5,5,5,2,2,2,2,2,5,3,2,4,2,0,Minor Delay,0,neutral or dissatisfied
117667,Female,Loyal Customer,28,Adolescent,Personal Travel,Eco,1449,Short-Haul,2,5,2,2,2,2,2,2,3,1,4,5,3,2,42,Moderate Delay,56,neutral or dissatisfied
47240,Female,Loyal Customer,62,Old,Personal Travel,Eco Plus,748,Short-Haul,1,4,1,1,3,5,5,3,3,1,3,2,3,3,0,Minor Delay,0,neutral or dissatisfied
31634,Female,Loyal Customer,30,Adolescent,Business travel,Business,3325,Long-Haul,2,2,2,2,5,4,5,5,5,1,1,4,3,5,2,Minor Delay,9,satisfied
88741,Male,Loyal Customer,35,Adolescent,Personal Travel,Eco,404,Short-Haul,2,4,2,3,1,2,1,1,3,4,5,5,5,1,0,Minor Delay,4,neutral or dissatisfied
69712,Female,Loyal Customer,66,Old,Business travel,Business,1372,Short-Haul,2,2,2,2,3,5,4,5,5,5,5,3,5,5,0,Minor Delay,0,satisfied
69871,Female,Loyal Customer,62,Old,Personal Travel,Eco Plus,1055,Short-Haul,2,4,2,3,3,5,5,3,3,2,2,3,3,4,0,Minor Delay,0,neutral or dissatisfied
6346,Female,Loyal Customer,31,Adolescent,Business travel,Business,2118,Long-Haul,1,3,3,3,1,2,1,1,4,2,4,1,3,1,0,Minor Delay,51,neutral or dissatisfied
84272,Female,Loyal Customer,27,Adolescent,Business travel,Business,334,Short-Haul,5,5,5,5,5,5,5,5,5,4,4,4,4,5,0,Minor Delay,0,satisfied
129144,Female,Loyal Customer,29,Adolescent,Business travel,Business,1559,Long-Haul,4,4,4,4,4,4,4,4,3,3,5,5,5,4,0,Minor Delay,0,satisfied
44466,Male,Disloyal Customer,40,Adolescent,Business travel,Eco,196,Short-Haul,2,0,2,4,2,2,2,2,2,4,1,5,4,2,0,Minor Delay,0,neutral or dissatisfied
34742,Female,Loyal Customer,32,Adolescent,Business travel,Eco,209,Short-Haul,5,2,2,2,5,4,5,5,1,3,4,3,5,5,0,Minor Delay,0,satisfied
20670,Male,Loyal Customer,51,Adolescent,Business travel,Business,3504,Long-Haul,1,1,1,1,1,4,3,1,1,1,1,4,1,1,0,Minor Delay,7,neutral or dissatisfied
75187,Female,Loyal Customer,26,Adolescent,Business travel,Business,1846,Long-Haul,1,1,5,1,4,4,4,4,3,5,4,3,5,4,0,Minor Delay,0,satisfied
39485,Female,Disloyal Customer,41,Adolescent,Business travel,Business,467,Short-Haul,3,2,2,1,1,4,1,1,1,1,4,1,5,1,6,Minor Delay,0,neutral or dissatisfied
6094,Female,Loyal Customer,51,Adolescent,Personal Travel,Eco Plus,693,Short-Haul,4,1,4,4,2,3,4,5,5,4,5,2,5,3,0,Minor Delay,0,neutral or dissatisfied
103860,Female,Loyal Customer,33,Adolescent,Personal Travel,Eco,882,Short-Haul,5,5,5,4,4,5,5,4,4,1,5,5,3,4,0,Minor Delay,6,satisfied
82341,Female,Loyal Customer,39,Adolescent,Business travel,Business,453,Short-Haul,4,4,4,4,3,5,5,2,2,2,2,5,2,5,0,Minor Delay,0,satisfied
49597,Male,Loyal Customer,57,Adolescent,Business travel,Business,3815,Long-Haul,3,3,3,3,3,4,5,4,4,4,3,1,4,2,0,Minor Delay,5,satisfied
19364,Male,Loyal Customer,45,Adolescent,Business travel,Business,3908,Long-Haul,2,4,2,2,5,4,5,5,5,5,5,4,5,4,15,Minor Delay,8,satisfied
95811,Female,Loyal Customer,20,Adolescent,Personal Travel,Eco,1050,Short-Haul,1,4,1,2,3,1,3,3,3,3,5,4,4,3,0,Minor Delay,,neutral or dissatisfied
69784,Female,Disloyal Customer,27,Adolescent,Business travel,Business,1345,Short-Haul,5,5,5,3,3,5,3,3,3,5,4,5,5,3,0,Minor Delay,0,satisfied
95636,Female,Loyal Customer,57,Adolescent,Personal Travel,Eco,670,Short-Haul,1,5,1,4,3,4,5,5,5,1,5,5,5,5,55,Moderate Delay,62,neutral or dissatisfied
50263,Female,Loyal Customer,30,Adolescent,Business travel,Business,209,Short-Haul,2,3,3,3,3,2,2,3,3,5,4,3,3,3,43,Moderate Delay,43,neutral or dissatisfied
122841,Female,Loyal Customer,59,Adolescent,Business travel,Business,2078,Long-Haul,3,3,3,3,4,5,4,5,5,5,5,3,5,4,11,Minor Delay,16,satisfied
36985,Female,Disloyal Customer,20,Adolescent,Business travel,Eco,899,Short-Haul,2,2,2,3,5,2,2,5,2,2,4,2,3,5,107,Severe Delay,99,neutral or dissatisfied
44403,Male,Loyal Customer,12,Children,Personal Travel,Eco,323,Short-Haul,1,5,1,5,4,1,4,4,3,4,5,1,1,4,0,Minor Delay,0,neutral or dissatisfied
97735,Male,Loyal Customer,48,Adolescent,Business travel,Business,3633,Long-Haul,5,5,5,5,4,4,4,5,5,5,5,4,5,5,36,Moderate Delay,28,satisfied
101112,Female,Loyal Customer,53,Adolescent,Business travel,Business,583,Short-Haul,1,1,1,1,2,5,4,4,4,4,4,4,4,3,8,Minor Delay,0,satisfied
68965,Female,Loyal Customer,60,Old,Business travel,Business,1751,Long-Haul,3,3,3,3,4,4,4,5,5,5,5,5,5,5,0,Minor Delay,5,satisfied
98688,Female,Loyal Customer,68,Old,Personal Travel,Eco,966,Short-Haul,1,5,1,1,5,5,5,5,5,1,5,4,5,4,34,Moderate Delay,36,neutral or dissatisfied
66588,Female,Disloyal Customer,26,Adolescent,Business travel,Business,761,Short-Haul,5,5,5,5,1,5,1,1,5,3,5,4,4,1,7,Minor Delay,1,satisfied
46818,Male,Loyal Customer,54,Adolescent,Business travel,Eco,916,Short-Haul,5,5,5,5,5,5,5,5,5,1,5,2,1,5,5,Minor Delay,0,satisfied
87635,Male,Loyal Customer,37,Adolescent,Business travel,Business,3856,Long-Haul,2,2,2,2,2,4,4,4,4,4,4,5,4,5,0,Minor Delay,0,satisfied
60638,Female,Loyal Customer,59,Adolescent,Business travel,Business,1620,Long-Haul,3,3,3,3,2,4,5,4,4,4,4,4,4,5,50,Moderate Delay,43,satisfied
92863,Female,Loyal Customer,48,Adolescent,Business travel,Business,2519,Long-Haul,3,3,3,3,3,5,5,3,3,3,3,4,3,3,0,Minor Delay,0,satisfied
4731,Male,Loyal Customer,58,Adolescent,Business travel,Business,888,Short-Haul,2,2,2,2,3,5,4,4,4,4,4,4,4,4,0,Minor Delay,0,satisfied
18549,Female,Loyal Customer,36,Adolescent,Business travel,Business,1891,Long-Haul,0,3,0,1,3,4,5,4,4,5,5,4,4,2,0,Minor Delay,5,satisfied
97646,Female,Loyal Customer,50,Adolescent,Business travel,Eco,1587,Long-Haul,3,3,3,3,5,3,4,3,3,3,3,3,3,1,0,Minor Delay,0,neutral or dissatisfied
115526,Male,Loyal Customer,54,Adolescent,Business travel,Eco,296,Short-Haul,3,1,1,1,3,3,3,3,3,2,3,2,2,3,43,Moderate Delay,38,neutral or dissatisfied
36926,Female,Loyal Customer,37,Adolescent,Business travel,Eco,867,Short-Haul,4,5,5,5,4,4,4,4,1,1,3,3,4,4,3,Minor Delay,0,satisfied
75493,Male,Loyal Customer,39,Adolescent,Business travel,Business,2585,Long-Haul,1,2,1,1,3,3,5,4,4,4,4,3,4,3,3,Minor Delay,0,satisfied
66970,Female,Loyal Customer,42,Adolescent,Business travel,Business,1924,Long-Haul,5,5,5,5,5,5,4,4,4,4,4,3,4,3,0,Minor Delay,0,satisfied
92158,Male,Loyal Customer,38,Adolescent,Personal Travel,Eco Plus,1535,Long-Haul,3,4,3,1,1,3,1,1,4,3,3,3,4,1,11,Minor Delay,24,neutral or dissatisfied
37878,Female,Loyal Customer,35,Adolescent,Business travel,Eco,937,Short-Haul,4,1,1,1,4,4,4,4,4,2,4,5,2,4,0,Minor Delay,0,satisfied
95769,Male,Loyal Customer,33,Adolescent,Personal Travel,Eco,237,Short-Haul,2,5,2,3,5,2,5,5,4,4,4,4,4,5,16,Minor Delay,9,neutral or dissatisfied
106937,Female,Loyal Customer,53,Adolescent,Business travel,Business,3754,Long-Haul,2,4,4,4,4,2,2,2,2,2,2,1,2,4,1,Minor Delay,19,neutral or dissatisfied
73767,Male,Loyal Customer,25,Adolescent,Personal Travel,Eco,192,Short-Haul,4,5,4,2,3,4,3,3,3,4,4,3,4,3,26,Minor Delay,12,neutral or dissatisfied
120854,Male,Loyal Customer,31,Adolescent,Personal Travel,Business,1013,Short-Haul,2,1,2,3,1,2,1,1,4,4,3,2,2,1,0,Minor Delay,0,neutral or dissatisfied
52147,Female,Disloyal Customer,37,Adolescent,Business travel,Business,370,Short-Haul,2,2,2,3,4,2,4,4,2,4,3,4,4,4,0,Minor Delay,2,neutral or dissatisfied
98864,Female,Loyal Customer,42,Adolescent,Personal Travel,Eco,1751,Long-Haul,1,2,1,2,4,3,2,5,5,1,5,3,5,4,84,Severe Delay,78,neutral or dissatisfied
81519,Female,Loyal Customer,41,Adolescent,Business travel,Business,3959,Long-Haul,2,2,2,2,2,4,4,5,5,5,5,5,5,3,60,Severe Delay,70,satisfied
46466,Male,Loyal Customer,55,Adolescent,Business travel,Business,2948,Long-Haul,4,4,4,4,2,4,4,4,4,4,5,5,4,5,0,Minor Delay,0,satisfied
58559,Female,Loyal Customer,21,Adolescent,Personal Travel,Eco,1514,Long-Haul,1,4,1,3,4,1,4,4,5,4,3,5,4,4,35,Moderate Delay,22,neutral or dissatisfied
27463,Male,Disloyal Customer,25,Adolescent,Business travel,Eco,1050,Short-Haul,2,2,2,3,4,2,4,4,2,5,4,3,3,4,44,Moderate Delay,43,neutral or dissatisfied
106304,Male,Loyal Customer,45,Adolescent,Business travel,Business,1734,Long-Haul,3,3,3,3,2,4,5,4,4,4,4,3,4,3,0,Minor Delay,0,satisfied
33671,Female,Loyal Customer,57,Adolescent,Personal Travel,Eco Plus,474,Short-Haul,4,2,4,4,5,4,3,1,1,4,1,4,1,2,6,Minor Delay,0,neutral or dissatisfied
114740,Male,Disloyal Customer,39,Adolescent,Business travel,Business,337,Short-Haul,2,1,1,1,2,1,2,2,3,4,5,5,5,2,78,Severe Delay,90,neutral or dissatisfied
49797,Male,Loyal Customer,64,Old,Business travel,Eco,109,Short-Haul,1,2,2,2,1,1,1,1,4,2,4,1,4,1,0,Minor Delay,0,neutral or dissatisfied
15107,Male,Loyal Customer,60,Old,Personal Travel,Eco,224,Short-Haul,4,4,0,5,4,0,4,4,5,3,4,3,4,4,21,Minor Delay,11,neutral or dissatisfied
45294,Female,Loyal Customer,35,Adolescent,Business travel,Business,1993,Long-Haul,4,4,4,4,4,4,3,1,4,3,4,3,4,3,136,Severe Delay,184,satisfied
13572,Female,Loyal Customer,44,Adolescent,Personal Travel,Eco,152,Short-Haul,3,5,3,3,3,5,5,1,1,3,1,3,1,4,35,Moderate Delay,35,neutral or dissatisfied
64148,Male,Loyal Customer,45,Adolescent,Business travel,Business,989,Short-Haul,1,1,4,1,5,4,4,4,4,4,4,5,4,3,0,Minor Delay,0,satisfied
27410,Male,Loyal Customer,54,Adolescent,Business travel,Business,954,Short-Haul,3,4,4,4,3,4,4,3,3,3,3,1,3,3,0,Minor Delay,0,neutral or dissatisfied
80373,Male,Disloyal Customer,18,Adolescent,Business travel,Business,368,Short-Haul,3,0,3,4,4,3,4,4,4,5,4,4,3,4,0,Minor Delay,0,neutral or dissatisfied
4440,Male,Loyal Customer,22,Adolescent,Personal Travel,Eco,762,Short-Haul,1,4,1,3,4,1,4,4,5,3,4,4,5,4,0,Minor Delay,0,neutral or dissatisfied
5323,Female,Loyal Customer,14,Children,Personal Travel,Eco Plus,351,Short-Haul,3,5,3,1,3,3,4,3,3,3,4,4,5,3,0,Minor Delay,0,neutral or dissatisfied
37427,Female,Disloyal Customer,16,Children,Business travel,Eco,1097,Short-Haul,1,1,1,2,2,1,5,2,4,5,3,4,2,2,0,Minor Delay,0,neutral or dissatisfied
43255,Male,Disloyal Customer,38,Adolescent,Business travel,Eco,387,Short-Haul,3,5,3,3,5,3,1,5,4,1,4,5,5,5,0,Minor Delay,0,neutral or dissatisfied
103431,Female,Loyal Customer,67,Old,Personal Travel,Eco,237,Short-Haul,2,5,2,3,2,4,5,5,5,2,5,3,5,3,12,Minor Delay,4,neutral or dissatisfied
110893,Male,Loyal Customer,60,Old,Business travel,Business,2223,Long-Haul,3,3,3,3,4,4,4,4,4,4,4,3,4,5,1,Minor Delay,0,satisfied
68306,Female,Loyal Customer,69,Old,Personal Travel,Eco,1797,Long-Haul,3,5,4,2,5,5,4,2,2,4,4,4,2,5,0,Minor Delay,0,neutral or dissatisfied
124079,Male,Loyal Customer,27,Adolescent,Personal Travel,Eco,80,Short-Haul,1,1,0,1,5,0,2,5,2,1,1,1,1,5,9,Minor Delay,17,neutral or dissatisfied
15026,Male,Disloyal Customer,21,Adolescent,Business travel,Eco,576,Short-Haul,2,5,2,3,2,5,5,4,4,5,5,5,4,5,200,Severe Delay,208,neutral or dissatisfied
371,Male,Loyal Customer,50,Adolescent,Business travel,Business,482,Short-Haul,4,4,4,4,3,5,5,4,4,4,4,5,4,5,0,Minor Delay,3,satisfied
103907,Male,Disloyal Customer,37,Adolescent,Business travel,Business,770,Short-Haul,1,1,1,3,4,1,4,4,4,1,2,3,2,4,14,Minor Delay,17,neutral or dissatisfied
39014,Male,Loyal Customer,36,Adolescent,Business travel,Business,230,Short-Haul,3,5,5,5,5,1,1,3,3,2,3,3,3,4,20,Minor Delay,14,neutral or dissatisfied
18122,Female,Loyal Customer,44,Adolescent,Business travel,Business,120,Short-Haul,0,3,0,2,4,1,3,4,4,4,4,5,4,3,0,Minor Delay,0,satisfied
65758,Female,Loyal Customer,39,Adolescent,Personal Travel,Eco,936,Short-Haul,3,4,3,2,4,3,4,4,4,4,5,5,5,4,1,Minor Delay,0,neutral or dissatisfied
100047,Male,Loyal Customer,45,Adolescent,Personal Travel,Eco,289,Short-Haul,0,4,0,3,4,0,4,4,4,3,4,4,5,4,0,Minor Delay,0,satisfied
122461,Male,Loyal Customer,53,Adolescent,Business travel,Business,808,Short-Haul,5,5,5,5,2,4,5,5,5,5,5,5,5,4,5,Minor Delay,12,satisfied
98115,Male,Loyal Customer,52,Adolescent,Business travel,Business,472,Short-Haul,4,4,4,4,4,5,4,5,5,5,5,4,5,5,48,Moderate Delay,36,satisfied
42721,Male,Loyal Customer,29,Adolescent,Personal Travel,Eco,912,Short-Haul,2,5,2,3,4,2,2,4,3,4,4,5,5,4,5,Minor Delay,0,neutral or dissatisfied
63897,Female,Loyal Customer,22,Adolescent,Business travel,Business,1212,Short-Haul,3,3,3,3,3,3,3,3,2,1,3,1,4,3,0,Minor Delay,0,neutral or dissatisfied
119689,Male,Disloyal Customer,39,Adolescent,Business travel,Business,1303,Short-Haul,5,5,5,3,5,5,5,5,3,2,4,3,5,5,0,Minor Delay,0,satisfied
70035,Male,Disloyal Customer,25,Adolescent,Business travel,Business,583,Short-Haul,3,0,3,1,4,3,4,4,3,5,4,4,5,4,0,Minor Delay,0,neutral or dissatisfied
89999,Female,Loyal Customer,41,Adolescent,Business travel,Business,1127,Short-Haul,2,3,2,2,2,4,4,4,4,4,4,3,4,4,0,Minor Delay,0,satisfied
119621,Male,Loyal Customer,58,Adolescent,Business travel,Eco,335,Short-Haul,1,1,1,1,1,1,1,1,2,4,2,2,2,1,0,Minor Delay,0,neutral or dissatisfied
77786,Male,Loyal Customer,39,Adolescent,Personal Travel,Eco,731,Short-Haul,2,2,2,4,3,2,3,3,2,5,3,3,3,3,4,Minor Delay,0,neutral or dissatisfied
32404,Female,Loyal Customer,49,Adolescent,Business travel,Eco,163,Short-Haul,4,3,3,3,5,2,4,4,4,4,4,1,4,1,0,Minor Delay,0,satisfied
19022,Male,Loyal Customer,53,Adolescent,Personal Travel,Eco,788,Short-Haul,1,4,1,2,1,1,1,1,5,2,4,4,5,1,0,Minor Delay,13,neutral or dissatisfied
34119,Female,Loyal Customer,18,Adolescent,Business travel,Eco,1046,Short-Haul,0,3,0,4,4,0,5,4,4,5,5,4,1,4,0,Minor Delay,0,satisfied
49477,Female,Loyal Customer,31,Adolescent,Business travel,Eco,110,Short-Haul,0,0,0,1,2,0,2,2,2,1,4,4,4,2,0,Minor Delay,7,satisfied
125246,Female,Disloyal Customer,23,Adolescent,Business travel,Eco,427,Short-Haul,4,0,4,4,3,4,5,3,5,4,4,4,4,3,0,Minor Delay,5,satisfied
36572,Male,Loyal Customer,55,Adolescent,Business travel,Eco,1121,Short-Haul,5,1,1,1,5,5,5,5,1,4,4,4,5,5,105,Severe Delay,95,satisfied
43303,Female,Loyal Customer,38,Adolescent,Business travel,Eco,358,Short-Haul,5,3,3,3,5,5,5,5,3,3,4,4,1,5,0,Minor Delay,0,satisfied
14237,Male,Loyal Customer,76,Old,Business travel,Business,890,Short-Haul,3,3,3,3,4,5,3,5,5,4,5,5,5,3,0,Minor Delay,0,satisfied
12754,Female,Loyal Customer,9,Children,Personal Travel,Eco,721,Short-Haul,4,4,4,2,1,4,2,1,5,5,2,5,3,1,0,Minor Delay,0,neutral or dissatisfied
110440,Female,Loyal Customer,59,Adolescent,Personal Travel,Eco,787,Short-Haul,4,4,4,3,5,5,4,5,5,4,5,5,5,5,11,Minor Delay,0,satisfied
83585,Male,Loyal Customer,33,Adolescent,Personal Travel,Eco,936,Short-Haul,2,3,2,3,5,2,1,5,2,2,3,4,2,5,1,Minor Delay,25,neutral or dissatisfied
33736,Female,Loyal Customer,68,Old,Personal Travel,Eco,667,Short-Haul,0,4,0,2,5,5,4,2,2,0,3,3,2,3,0,Minor Delay,0,satisfied
79469,Male,Loyal Customer,68,Old,Personal Travel,Eco,1183,Short-Haul,1,5,1,1,3,1,3,3,5,4,4,3,5,3,37,Moderate Delay,80,neutral or dissatisfied
113117,Male,Loyal Customer,9,Children,Personal Travel,Eco,569,Short-Haul,3,4,3,1,4,3,4,4,3,2,4,5,5,4,0,Minor Delay,0,neutral or dissatisfied
76580,Male,Loyal Customer,36,Adolescent,Business travel,Eco,547,Short-Haul,2,3,3,3,2,2,2,2,3,4,4,1,4,2,1,Minor Delay,0,neutral or dissatisfied
67439,Female,Loyal Customer,36,Adolescent,Business travel,Eco,241,Short-Haul,2,1,1,1,2,3,2,2,1,4,3,1,3,2,31,Moderate Delay,15,neutral or dissatisfied
104522,Female,Loyal Customer,37,Adolescent,Business travel,Business,3144,Long-Haul,1,1,1,1,5,5,4,4,4,4,4,3,4,3,0,Minor Delay,0,satisfied
115087,Female,Loyal Customer,39,Adolescent,Business travel,Business,2158,Long-Haul,3,3,3,3,5,5,4,5,5,5,5,5,5,3,0,Minor Delay,0,satisfied
127513,Male,Loyal Customer,44,Adolescent,Business travel,Business,1814,Long-Haul,4,4,3,4,4,5,5,4,4,5,4,4,4,4,0,Minor Delay,0,satisfied
